dataset,split,label,image_path,mask_path
REFUGE,training,unknown,../data/raw\refuge\training\images\n0206.jpg,../data/raw\refuge\training\mask\n0206.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0207.jpg,../data/raw\refuge\training\mask\n0207.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0208.jpg,../data/raw\refuge\training\mask\n0208.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0209.jpg,../data/raw\refuge\training\mask\n0209.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0210.jpg,../data/raw\refuge\training\mask\n0210.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0211.jpg,../data/raw\refuge\training\mask\n0211.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0212.jpg,../data/raw\refuge\training\mask\n0212.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0213.jpg,../data/raw\refuge\training\mask\n0213.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0214.jpg,../data/raw\refuge\training\mask\n0214.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0215.jpg,../data/raw\refuge\training\mask\n0215.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0216.jpg,../data/raw\refuge\training\mask\n0216.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0217.jpg,../data/raw\refuge\training\mask\n0217.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0218.jpg,../data/raw\refuge\training\mask\n0218.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0219.jpg,../data/raw\refuge\training\mask\n0219.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0220.jpg,../data/raw\refuge\training\mask\n0220.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0221.jpg,../data/raw\refuge\training\mask\n0221.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0222.jpg,../data/raw\refuge\training\mask\n0222.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0223.jpg,../data/raw\refuge\training\mask\n0223.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0224.jpg,../data/raw\refuge\training\mask\n0224.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0225.jpg,../data/raw\refuge\training\mask\n0225.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0226.jpg,../data/raw\refuge\training\mask\n0226.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0227.jpg,../data/raw\refuge\training\mask\n0227.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0228.jpg,../data/raw\refuge\training\mask\n0228.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0229.jpg,../data/raw\refuge\training\mask\n0229.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0230.jpg,../data/raw\refuge\training\mask\n0230.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0231.jpg,../data/raw\refuge\training\mask\n0231.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0232.jpg,../data/raw\refuge\training\mask\n0232.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0233.jpg,../data/raw\refuge\training\mask\n0233.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0234.jpg,../data/raw\refuge\training\mask\n0234.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0235.jpg,../data/raw\refuge\training\mask\n0235.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0236.jpg,../data/raw\refuge\training\mask\n0236.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0237.jpg,../data/raw\refuge\training\mask\n0237.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0238.jpg,../data/raw\refuge\training\mask\n0238.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0239.jpg,../data/raw\refuge\training\mask\n0239.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0240.jpg,../data/raw\refuge\training\mask\n0240.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0241.jpg,../data/raw\refuge\training\mask\n0241.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0242.jpg,../data/raw\refuge\training\mask\n0242.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0243.jpg,../data/raw\refuge\training\mask\n0243.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0244.jpg,../data/raw\refuge\training\mask\n0244.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0245.jpg,../data/raw\refuge\training\mask\n0245.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0246.jpg,../data/raw\refuge\training\mask\n0246.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0247.jpg,../data/raw\refuge\training\mask\n0247.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0248.jpg,../data/raw\refuge\training\mask\n0248.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0249.jpg,../data/raw\refuge\training\mask\n0249.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0250.jpg,../data/raw\refuge\training\mask\n0250.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0251.jpg,../data/raw\refuge\training\mask\n0251.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0252.jpg,../data/raw\refuge\training\mask\n0252.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0253.jpg,../data/raw\refuge\training\mask\n0253.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0254.jpg,../data/raw\refuge\training\mask\n0254.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0255.jpg,../data/raw\refuge\training\mask\n0255.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0256.jpg,../data/raw\refuge\training\mask\n0256.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0257.jpg,../data/raw\refuge\training\mask\n0257.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0258.jpg,../data/raw\refuge\training\mask\n0258.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0259.jpg,../data/raw\refuge\training\mask\n0259.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0260.jpg,../data/raw\refuge\training\mask\n0260.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0261.jpg,../data/raw\refuge\training\mask\n0261.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0262.jpg,../data/raw\refuge\training\mask\n0262.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0263.jpg,../data/raw\refuge\training\mask\n0263.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0264.jpg,../data/raw\refuge\training\mask\n0264.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0265.jpg,../data/raw\refuge\training\mask\n0265.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0266.jpg,../data/raw\refuge\training\mask\n0266.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0267.jpg,../data/raw\refuge\training\mask\n0267.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0268.jpg,../data/raw\refuge\training\mask\n0268.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0269.jpg,../data/raw\refuge\training\mask\n0269.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0270.jpg,../data/raw\refuge\training\mask\n0270.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0271.jpg,../data/raw\refuge\training\mask\n0271.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0272.jpg,../data/raw\refuge\training\mask\n0272.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0273.jpg,../data/raw\refuge\training\mask\n0273.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0274.jpg,../data/raw\refuge\training\mask\n0274.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0275.jpg,../data/raw\refuge\training\mask\n0275.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0276.jpg,../data/raw\refuge\training\mask\n0276.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0277.jpg,../data/raw\refuge\training\mask\n0277.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0278.jpg,../data/raw\refuge\training\mask\n0278.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0279.jpg,../data/raw\refuge\training\mask\n0279.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0280.jpg,../data/raw\refuge\training\mask\n0280.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0281.jpg,../data/raw\refuge\training\mask\n0281.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0282.jpg,../data/raw\refuge\training\mask\n0282.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0283.jpg,../data/raw\refuge\training\mask\n0283.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0284.jpg,../data/raw\refuge\training\mask\n0284.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0285.jpg,../data/raw\refuge\training\mask\n0285.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0286.jpg,../data/raw\refuge\training\mask\n0286.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0287.jpg,../data/raw\refuge\training\mask\n0287.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0288.jpg,../data/raw\refuge\training\mask\n0288.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0289.jpg,../data/raw\refuge\training\mask\n0289.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0290.jpg,../data/raw\refuge\training\mask\n0290.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0291.jpg,../data/raw\refuge\training\mask\n0291.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0292.jpg,../data/raw\refuge\training\mask\n0292.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0293.jpg,../data/raw\refuge\training\mask\n0293.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0294.jpg,../data/raw\refuge\training\mask\n0294.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0295.jpg,../data/raw\refuge\training\mask\n0295.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0296.jpg,../data/raw\refuge\training\mask\n0296.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0297.jpg,../data/raw\refuge\training\mask\n0297.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0298.jpg,../data/raw\refuge\training\mask\n0298.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0299.jpg,../data/raw\refuge\training\mask\n0299.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0300.jpg,../data/raw\refuge\training\mask\n0300.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0301.jpg,../data/raw\refuge\training\mask\n0301.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0302.jpg,../data/raw\refuge\training\mask\n0302.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0303.jpg,../data/raw\refuge\training\mask\n0303.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0304.jpg,../data/raw\refuge\training\mask\n0304.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0305.jpg,../data/raw\refuge\training\mask\n0305.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0306.jpg,../data/raw\refuge\training\mask\n0306.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0307.jpg,../data/raw\refuge\training\mask\n0307.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0308.jpg,../data/raw\refuge\training\mask\n0308.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0309.jpg,../data/raw\refuge\training\mask\n0309.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0310.jpg,../data/raw\refuge\training\mask\n0310.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0311.jpg,../data/raw\refuge\training\mask\n0311.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0312.jpg,../data/raw\refuge\training\mask\n0312.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0313.jpg,../data/raw\refuge\training\mask\n0313.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0314.jpg,../data/raw\refuge\training\mask\n0314.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0315.jpg,../data/raw\refuge\training\mask\n0315.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0316.jpg,../data/raw\refuge\training\mask\n0316.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0317.jpg,../data/raw\refuge\training\mask\n0317.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0318.jpg,../data/raw\refuge\training\mask\n0318.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0319.jpg,../data/raw\refuge\training\mask\n0319.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0320.jpg,../data/raw\refuge\training\mask\n0320.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0321.jpg,../data/raw\refuge\training\mask\n0321.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0322.jpg,../data/raw\refuge\training\mask\n0322.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0323.jpg,../data/raw\refuge\training\mask\n0323.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0324.jpg,../data/raw\refuge\training\mask\n0324.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0325.jpg,../data/raw\refuge\training\mask\n0325.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0326.jpg,../data/raw\refuge\training\mask\n0326.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0327.jpg,../data/raw\refuge\training\mask\n0327.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0328.jpg,../data/raw\refuge\training\mask\n0328.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0329.jpg,../data/raw\refuge\training\mask\n0329.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0330.jpg,../data/raw\refuge\training\mask\n0330.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0331.jpg,../data/raw\refuge\training\mask\n0331.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0332.jpg,../data/raw\refuge\training\mask\n0332.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0333.jpg,../data/raw\refuge\training\mask\n0333.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0334.jpg,../data/raw\refuge\training\mask\n0334.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0335.jpg,../data/raw\refuge\training\mask\n0335.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0336.jpg,../data/raw\refuge\training\mask\n0336.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0337.jpg,../data/raw\refuge\training\mask\n0337.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0338.jpg,../data/raw\refuge\training\mask\n0338.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0339.jpg,../data/raw\refuge\training\mask\n0339.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0340.jpg,../data/raw\refuge\training\mask\n0340.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0341.jpg,../data/raw\refuge\training\mask\n0341.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0342.jpg,../data/raw\refuge\training\mask\n0342.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0343.jpg,../data/raw\refuge\training\mask\n0343.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0344.jpg,../data/raw\refuge\training\mask\n0344.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0345.jpg,../data/raw\refuge\training\mask\n0345.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0346.jpg,../data/raw\refuge\training\mask\n0346.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0347.jpg,../data/raw\refuge\training\mask\n0347.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0348.jpg,../data/raw\refuge\training\mask\n0348.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0349.jpg,../data/raw\refuge\training\mask\n0349.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0350.jpg,../data/raw\refuge\training\mask\n0350.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0351.jpg,../data/raw\refuge\training\mask\n0351.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0352.jpg,../data/raw\refuge\training\mask\n0352.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0353.jpg,../data/raw\refuge\training\mask\n0353.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0354.jpg,../data/raw\refuge\training\mask\n0354.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0355.jpg,../data/raw\refuge\training\mask\n0355.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0356.jpg,../data/raw\refuge\training\mask\n0356.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0357.jpg,../data/raw\refuge\training\mask\n0357.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0358.jpg,../data/raw\refuge\training\mask\n0358.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0359.jpg,../data/raw\refuge\training\mask\n0359.jpg
REFUGE,training,unknown,../data/raw\refuge\training\images\n0360.jpg,../data/raw\refuge\training\mask\n0360.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0001.jpg,../data/raw\refuge\val\mask\V0001.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0002.jpg,../data/raw\refuge\val\mask\V0002.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0003.jpg,../data/raw\refuge\val\mask\V0003.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0004.jpg,../data/raw\refuge\val\mask\V0004.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0005.jpg,../data/raw\refuge\val\mask\V0005.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0006.jpg,../data/raw\refuge\val\mask\V0006.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0007.jpg,../data/raw\refuge\val\mask\V0007.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0008.jpg,../data/raw\refuge\val\mask\V0008.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0009.jpg,../data/raw\refuge\val\mask\V0009.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0010.jpg,../data/raw\refuge\val\mask\V0010.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0011.jpg,../data/raw\refuge\val\mask\V0011.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0012.jpg,../data/raw\refuge\val\mask\V0012.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0013.jpg,../data/raw\refuge\val\mask\V0013.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0014.jpg,../data/raw\refuge\val\mask\V0014.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0015.jpg,../data/raw\refuge\val\mask\V0015.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0016.jpg,../data/raw\refuge\val\mask\V0016.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0017.jpg,../data/raw\refuge\val\mask\V0017.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0018.jpg,../data/raw\refuge\val\mask\V0018.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0019.jpg,../data/raw\refuge\val\mask\V0019.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0020.jpg,../data/raw\refuge\val\mask\V0020.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0021.jpg,../data/raw\refuge\val\mask\V0021.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0022.jpg,../data/raw\refuge\val\mask\V0022.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0023.jpg,../data/raw\refuge\val\mask\V0023.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0024.jpg,../data/raw\refuge\val\mask\V0024.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0025.jpg,../data/raw\refuge\val\mask\V0025.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0026.jpg,../data/raw\refuge\val\mask\V0026.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0027.jpg,../data/raw\refuge\val\mask\V0027.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0028.jpg,../data/raw\refuge\val\mask\V0028.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0029.jpg,../data/raw\refuge\val\mask\V0029.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0030.jpg,../data/raw\refuge\val\mask\V0030.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0031.jpg,../data/raw\refuge\val\mask\V0031.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0032.jpg,../data/raw\refuge\val\mask\V0032.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0033.jpg,../data/raw\refuge\val\mask\V0033.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0034.jpg,../data/raw\refuge\val\mask\V0034.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0035.jpg,../data/raw\refuge\val\mask\V0035.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0036.jpg,../data/raw\refuge\val\mask\V0036.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0037.jpg,../data/raw\refuge\val\mask\V0037.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0038.jpg,../data/raw\refuge\val\mask\V0038.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0039.jpg,../data/raw\refuge\val\mask\V0039.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0040.jpg,../data/raw\refuge\val\mask\V0040.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0041.jpg,../data/raw\refuge\val\mask\V0041.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0042.jpg,../data/raw\refuge\val\mask\V0042.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0043.jpg,../data/raw\refuge\val\mask\V0043.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0044.jpg,../data/raw\refuge\val\mask\V0044.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0045.jpg,../data/raw\refuge\val\mask\V0045.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0046.jpg,../data/raw\refuge\val\mask\V0046.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0047.jpg,../data/raw\refuge\val\mask\V0047.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0048.jpg,../data/raw\refuge\val\mask\V0048.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0049.jpg,../data/raw\refuge\val\mask\V0049.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0050.jpg,../data/raw\refuge\val\mask\V0050.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0051.jpg,../data/raw\refuge\val\mask\V0051.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0052.jpg,../data/raw\refuge\val\mask\V0052.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0053.jpg,../data/raw\refuge\val\mask\V0053.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0054.jpg,../data/raw\refuge\val\mask\V0054.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0055.jpg,../data/raw\refuge\val\mask\V0055.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0056.jpg,../data/raw\refuge\val\mask\V0056.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0057.jpg,../data/raw\refuge\val\mask\V0057.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0058.jpg,../data/raw\refuge\val\mask\V0058.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0059.jpg,../data/raw\refuge\val\mask\V0059.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0060.jpg,../data/raw\refuge\val\mask\V0060.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0061.jpg,../data/raw\refuge\val\mask\V0061.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0062.jpg,../data/raw\refuge\val\mask\V0062.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0063.jpg,../data/raw\refuge\val\mask\V0063.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0064.jpg,../data/raw\refuge\val\mask\V0064.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0065.jpg,../data/raw\refuge\val\mask\V0065.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0066.jpg,../data/raw\refuge\val\mask\V0066.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0067.jpg,../data/raw\refuge\val\mask\V0067.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0068.jpg,../data/raw\refuge\val\mask\V0068.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0069.jpg,../data/raw\refuge\val\mask\V0069.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0070.jpg,../data/raw\refuge\val\mask\V0070.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0071.jpg,../data/raw\refuge\val\mask\V0071.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0072.jpg,../data/raw\refuge\val\mask\V0072.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0073.jpg,../data/raw\refuge\val\mask\V0073.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0074.jpg,../data/raw\refuge\val\mask\V0074.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0075.jpg,../data/raw\refuge\val\mask\V0075.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0076.jpg,../data/raw\refuge\val\mask\V0076.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0077.jpg,../data/raw\refuge\val\mask\V0077.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0078.jpg,../data/raw\refuge\val\mask\V0078.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0079.jpg,../data/raw\refuge\val\mask\V0079.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0080.jpg,../data/raw\refuge\val\mask\V0080.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0081.jpg,../data/raw\refuge\val\mask\V0081.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0082.jpg,../data/raw\refuge\val\mask\V0082.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0083.jpg,../data/raw\refuge\val\mask\V0083.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0084.jpg,../data/raw\refuge\val\mask\V0084.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0085.jpg,../data/raw\refuge\val\mask\V0085.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0086.jpg,../data/raw\refuge\val\mask\V0086.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0087.jpg,../data/raw\refuge\val\mask\V0087.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0088.jpg,../data/raw\refuge\val\mask\V0088.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0089.jpg,../data/raw\refuge\val\mask\V0089.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0090.jpg,../data/raw\refuge\val\mask\V0090.jpg
